,,,,,,"""@parameter""","""@parameterKey""","""sigdef""","""sigdef""","""sigdef""","""sigdef""","""@rangeLow""","""@rangeHigh""","""@deltaPercent""","""@EU""","""@isarchive""","""@isalarm""","""@alarmtype""","""@prio""","""@active""","""@inactive"""
600,GASMEAS,1010,K,O,Gas Isentropic Coefficient,,,,,,,,,,,,,,,,
600,GASMEAS,1020,TC,O,Gas Critical Temperature (R),,,,,,,,,,,,,,,,
600,GASMEAS,1030,PC,O,Gas Critical Pressure (PSIA),,,,,,,,,,,,,,,,
600,GASMEAS,1040,AL,O,Alarm Output,,,,,,,,,,,,,,,,
600,GASMEAS,1050,V_AL,O,Volume Percentage Alarm,,,,,,,,,,,,,,,,
600,GASMEAS,1060,M_AL,O,Molecular Weight Alarm,,,,,,,,,,,,,,,,
600,GASMEAS,1070,CF,O,Calculation Fault,,,,,,,,,,,,,,,,
601,GASFLOW,10,TME,I,Ambient Temperature (F),,,,,,,,,,,,,,,,
601,GASFLOW,20,PDI,I,Pipe Diameter (inches),,,,,,,,,,,,,,,,
601,GASFLOW,30,BME,I,Beta Ratio (Pipe to Orifice),,,,,,,,,,,,,,,,
601,GASFLOW,40,PSU,I,Gas Supply Pressure (PSIA),,,,,,,,,,,,,,,,
601,GASFLOW,50,TGA,I,Gas Supply Temperature (F),,,,,,,,,,,,,,,,
601,GASFLOW,60,DEL,I,Delta Pressure in H2O (inches),,,,,,,,,,,,,,,,
601,GASFLOW,70,PC,I,Critical Pressure (from GASMEAS),,,,,,,,,,,,,,,,
601,GASFLOW,80,TC,I,Critical Temperature (from GASMEAS),,,,,,,,,,,,,,,,
601,GASFLOW,90,MR,I,Gas Molecular Weight (from GASMEAS),,,,,,,,,,,,,,,,
601,GASFLOW,100,K,I,Gas Isentropic Coefficient (from GASMEAS),,,,,,,,,,,,,,,,
601,GASFLOW,110,ITE,I,Number of Iterations Calculating Z,,,,,,,,,,,,,,,,
601,GASFLOW,120,OTY,I,"Orifice Material Type (SS, C, CA)",,,,,,,,,,,,,,,,
601,GASFLOW,130,PTY,I,"Pipe Material Type (SS, C, CA)",,,,,,,,,,,,,,,,
601,GASFLOW,140,TAP,I,"Delta P Sensing Line Type (FT3, PT, FT2)",,,,,,,,,,,,,,,,
601,GASFLOW,150,ABS,I,Absolute Viscosity,,,,,,,,,,,,,,,,
601,GASFLOW,20000,QUALITY,I,Quality Processing,,,,,,,,,,,,,,,,
601,GASFLOW,1000,DEN,O,Gas Density,,,,,,,,,,,,,,,,
601,GASFLOW,1010,M,O,Mass Flow (lbm/hr),,,,,,,,,,,,,,,,
601,GASFLOW,1020,Z,O,Gas Compressibility,,,,,,,,,,,,,,,,
601,GASFLOW,1030,C,O,Discharge Coefficient,,,,,,,,,,,,,,,,
601,GASFLOW,1040,RD,O,Reynold's Number Subject to Constraints,,,,,,,,,,,,,,,,
601,GASFLOW,1050,SG,O,Gas Specific Gravity (MR/MRair),,,,,,,,,,,,,,,,
601,GASFLOW,1060,CBE,O,Corrected Beta Ratio,,,,,,,,,,,,,,,,
601,GASFLOW,1070,D,O,Corrected Pipe Diameter,,,,,,,,,,,,,,,,
601,GASFLOW,1080,COD,O,Corrected Pipe Orifice,,,,,,,,,,,,,,,,
601,GASFLOW,1100,CF,O,Calculation Fault,,,,,,,,,,,,,,,,
601,GASFLOW,1090,Q_AL,O,Quality Alarm,,,,,,,,,,,,,,,,
602,GAS,10,IN,I,Raw Gas Flow,,,,,,,,,,,,,,,,
602,GAS,20,TEMP,I,Temperature,,,,,,,,,,,,,,,,
602,GAS,40,EN_T,I,Enabling TEMP,,,,,,,,,,,,,,,,
602,GAS,60,T_REF,I,Reference Temperature,,,,,,,,,,,,,,,,
602,GAS,100,T_EU,I,Temperature Engineering Units,,,,,,,,,,,,,,,,
602,GAS,30,PRESS,I,Absolute Pressure,,,,,,,,,,,,,,,,
602,GAS,50,EN_P,I,Enabling PRESS,,,,,,,,,,,,,,,,
602,GAS,70,P_REF,I,Reference Pressure,,,,,,,,,,,,,,,,
602,GAS,110,P_EU,I,Pressure Engineering Units,,,,,,,,,,,,,,,,
602,GAS,80,FLOW,I,Flowtype Mass Flow / Volume Flow,,,,,,,,,,,,,,,,
602,GAS,90,TYPE,I,Type of Compensation,,,,,,,,,,,,,,,,
602,GAS,20000,QUALITY,I,Quality Processing,,,,,,,,,,,,,,,,
602,GAS,1000,OUT,O,Compensated Gas Flow,,,,,,,,,,,,,,,,
602,GAS,1010,FACTOR,O,Calculated Compensation Factor,,,,,,,,,,,,,,,,
602,GAS,1040,TEMP_AL,O,Temperature Quality Alarm,,,,,,,,,,,,,,,,
602,GAS,1050,PRESS_AL,O,Pressure Quality Alarm,,,,,,,,,,,,,,,,
602,GAS,1060,CF,O,Calculation Fault,,,,,,,,,,,,,,,,
602,GAS,1020,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
602,GAS,1030,OUT_AL,O,Output Quality Alarm,,,,,,,,,,,,,,,,
603,WATER,10,IN,I,Raw Water Flow,,,,,,,,,,,,,,,,
603,WATER,20,TEMP,I,Temperature,,,,,,,,,,,,,,,,
603,WATER,40,EN_T,I,Enabling TEMP,,,,,,,,,,,,,,,,
603,WATER,60,T_REF,I,Reference Temperature,,,,,,,,,,,,,,,,
603,WATER,100,T_EU,I,Temperature Engineering Units,,,,,,,,,,,,,,,,
603,WATER,30,PRESS,I,Absolute Pressure,,,,,,,,,,,,,,,,
603,WATER,50,EN_P,I,Enabling PRESS,,,,,,,,,,,,,,,,
603,WATER,70,P_REF,I,Reference Pressure,,,,,,,,,,,,,,,,
603,WATER,110,P_EU,I,Pressure Engineering Units,,,,,,,,,,,,,,,,
603,WATER,80,FLOW,I,Flowtype Mass Flow / Volume Flow,,,,,,,,,,,,,,,,
603,WATER,90,TYPE,I,Type of Compensation,,,,,,,,,,,,,,,,
603,WATER,20000,QUALITY,I,Quality Processing,,,,,,,,,,,,,,,,
603,WATER,1000,OUT,O,Compensated Water Flow,,,,,,,,,,,,,,,,
603,WATER,1010,FACTOR,O,Calculated Compensation Factor,,,,,,,,,,,,,,,,
603,WATER,1040,TEMP_AL,O,Temperature Quality Alarm,,,,,,,,,,,,,,,,
603,WATER,1050,PRESS_AL,O,Pressure Quality Alarm,,,,,,,,,,,,,,,,
603,WATER,1060,CF,O,Calculation Fault,,,,,,,,,,,,,,,,
603,WATER,1020,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
603,WATER,1030,OUT_AL,O,Output Quality Alarm,,,,,,,,,,,,,,,,
604,STEAM,10,IN,I,Raw Steam Flow,,,,,,,,,,,,,,,,
604,STEAM,20,TEMP,I,Temperature,,,,,,,,,,,,,,,,
604,STEAM,40,EN_T,I,Enabling TEMP,,,,,,,,,,,,,,,,
604,STEAM,60,T_REF,I,Reference Temperature,,,,,,,,,,,,,,,,
604,STEAM,100,T_EU,I,Temperature Engineering Units,,,,,,,,,,,,,,,,
604,STEAM,30,PRESS,I,Absolute Pressure,,,,,,,,,,,,,,,,
604,STEAM,50,EN_P,I,Enabling PRESS,,,,,,,,,,,,,,,,
604,STEAM,70,P_REF,I,Reference Pressure,,,,,,,,,,,,,,,,
604,STEAM,110,P_EU,I,Pressure Engineering Units,,,,,,,,,,,,,,,,
604,STEAM,80,FLOW,I,Flowtype Mass Flow / Volume Flow,,,,,,,,,,,,,,,,
604,STEAM,90,TYPE,I,Type of Compensation,,,,,,,,,,,,,,,,
604,STEAM,20000,QUALITY,I,Quality Processing,,,,,,,,,,,,,,,,
604,STEAM,1000,OUT,O,Compensated Steam Flow,,,,,,,,,,,,,,,,
604,STEAM,1010,FACTOR,O,Calculated Compensation Factor,,,,,,,,,,,,,,,,
604,STEAM,1040,TEMP_AL,O,Temperature Quality Alarm,,,,,,,,,,,,,,,,
604,STEAM,1050,PRESS_AL,O,Pressure Quality Alarm,,,,,,,,,,,,,,,,
604,STEAM,1060,CF,O,Calculation Fault,,,,,,,,,,,,,,,,
604,STEAM,1020,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
604,STEAM,1030,OUT_AL,O,Output Quality Alarm,,,,,,,,,,,,,,,,
605,LEVEL,10,IN,I,Raw Level,,,,,,,,,,,,,,,,
605,LEVEL,20,TEMP,I,Temperature of the Reference Column,,,,,,,,,,,,,,,,
605,LEVEL,50,EN_T,I,Enabling TEMP,,,,,,,,,,,,,,,,
605,LEVEL,70,T_REF,I,Reference Temperature of the Reference Column (for Transmitter Design),,,,,,,,,,,,,,,,
605,LEVEL,90,T_EU,I,Temperature Engineering Units,,,,,,,,,,,,,,,,
605,LEVEL,30,PRESS,I,Absolute Pressure in the Vessel,,,,,,,,,,,,,,,,
605,LEVEL,60,EN_P,I,Enabling PRESS,,,,,,,,,,,,,,,,
605,LEVEL,80,P_REF,I,Reference Pressure (Operating Pressure in the Vessel),,,,,,,,,,,,,,,,
605,LEVEL,100,P_EU,I,Pressure Engineering Units,,,,,,,,,,,,,,,,
605,LEVEL,40,DISTANCE,I,Distance Between Taps,,,,,,,,,,,,,,,,
605,LEVEL,130,UL,I,Level Upper Limit,,,,,,,,,,,,,,,,
605,LEVEL,140,LL,I,Level Lower Limit,,,,,,,,,,,,,,,,
605,LEVEL,150,EU,I,Level Engineering Units,,,,,,,,,,,,,,,,
605,LEVEL,110,SUB_V,I,Level Substitution Value,,,,,,,,,,,,,,,,
605,LEVEL,120,SUB_VS,I,Substitution Value Selection,,,,,,,,,,,,,,,,
605,LEVEL,20000,QUALITY,I,Quality Processing,,,,,,,,,,,,,,,,
605,LEVEL,1000,OUT,O,Compensated Level,,,,,,,,,,,,,,,,
605,LEVEL,1030,TEMP_AL,O,Temperature Quality Alarm,,,,,,,,,,,,,,,,
605,LEVEL,1040,PRESS_AL,O,Pressure Quality Alarm,,,,,,,,,,,,,,,,
605,LEVEL,1050,CF,O,Calculation fault,,,,,,,,,,,,,,,,
605,LEVEL,1010,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
605,LEVEL,1020,OUT_AL,O,Output Quality Alarm,,,,,,,,,,,,,,,,
613,SAVE,10,IN,I,Input value,,,,,,,,,,,,,,,,
613,SAVE,20,EN_OFFS,I,Enabling Offset Value,,,,,,,,,,,,,,,,
613,SAVE,30,C_OFFS,I,Command New Offset,,,,,,,,,,,,,,,,
613,SAVE,40,OFFS_V,I,New Offset Value,,,,,,,,,,,,,,,,
613,SAVE,20000,QUALITY,I,Quality Processing,,,,,,,,,,,,,,,,
613,SAVE,1000,OUT,O,Output Value,,,,,,,,,,,,,,,,
613,SAVE,1010,OFFS,O,Actual Offset Value,,,,,,,,,,,,,,,,
613,SAVE,1030,STARTUP,O,System Startup,,,,,,,,,,,,,,,,
613,SAVE,1020,TRBL_AL,O,Trouble Alarm,,,,,,,,,,,,,,,,
642,GEN_TC,10,AFD,I,Force Auto Mode,,,,,,,,,,,,,,,,
642,GEN_TC,20,MFD,I,Force Manual Mode,,,,,,,,,,,,,,,,
642,GEN_TC,30,SFD,I,Force Standby Mode,,,,,,,,,,,,,,,,
642,GEN_TC,40,BFD,I,Force Blocked Mode,,,,,,,,,,,,,,,,
642,GEN_TC,50,CA1,I,Condition Auto Order 1,,,,,,,,,,,,,,,,
642,GEN_TC,60,A1,I,Auto Order 1,,,,,,,,,,,,,,,,
642,GEN_TC,70,CA0,I,Condition Auto Order 0,,,,,,,,,,,,,,,,
642,GEN_TC,80,A0,I,Auto Order 0,,,,,,,,,,,,,,,,
642,GEN_TC,90,AINTPR,I,Process Interlock Auto Mode,,,,,,,,,,,,,,,,
642,GEN_TC,100,CM0,I,Condition Manual Order 0,,,,,,,,,,,,,,,,
642,GEN_TC,110,CM1,I,Condition Manual Order 1,,,,,,,,,,,,,,,,
642,GEN_TC,120,P1,I,Object 1 Indication,,,,,,,,,,,,,,,,
642,GEN_TC,130,CP1,I,Process 1 Indication,,,,,,,,,,,,,,,,
642,GEN_TC,140,P0,I,Object 0 Indication,,,,,,,,,,,,,,,,
642,GEN_TC,150,CP0,I,Process 0 Indication,,,,,,,,,,,,,,,,
642,GEN_TC,160,USEP1,I,Use P1,,,,,,,,,,,,,,,,
642,GEN_TC,170,USECP1,I,Use CP1,,,,,,,,,,,,,,,,
642,GEN_TC,180,USEP0,I,Use P0,,,,,,,,,,,,,,,,
642,GEN_TC,190,USECP0,I,Use CP0,,,,,,,,,,,,,,,,
642,GEN_TC,200,NSF,I,Normal Switchgear/System Function,,,,,,,,,,,,,,,,
642,GEN_TC,210,FBERREXT,I,"FeedBack Error External, forces feedback error",,,,,,,,,,,,,,,,
642,GEN_TC,220,BLFD,I,Force Block Mode,,,,,,,,,,,,,,,,
642,GEN_TC,230,TRIP,I,Trip Object to Safe Position,,,,,,,,,,,,,,,,
642,GEN_TC,240,SAFEP,I,Safe Position,,,,,,,,,,,,,,,,
642,GEN_TC,250,CAS,I,Condition Auto Select,,,,,,,,,,,,,,,,
642,GEN_TC,260,CSS,I,Condition Standby Select,,,,,,,,,,,,,,,,
642,GEN_TC,270,CMS,I,Condition Manual Select,,,,,,,,,,,,,,,,
642,GEN_TC,280,CBS,I,Condition Block Select,,,,,,,,,,,,,,,,
642,GEN_TC,290,TON,I,"Max Time To Position 1 [sec], 0=unused",,,,,,,,,,,,,,,,
642,GEN_TC,300,TOFF,I,"Max Time To Position 0 [sec], 0=unused",,,,,,,,,,,,,,,,
642,GEN_TC,310,IN_M,I,Start Mode Manual,,,,,,,,,,,,,,,,
642,GEN_TC,320,IN_A,I,Start Mode Auto,,,,,,,,,,,,,,,,
642,GEN_TC,330,AALBL,I,Block Alarm for Auto Mode,,,,,,,,,,,,,,,,
642,GEN_TC,340,SALBL,I,Block Alarm for Standby Mode,,,,,,,,,,,,,,,,
642,GEN_TC,360,MALBL,I,Block Alarm for Manual Mode,,,,,,,,,,,,,,,,
642,GEN_TC,370,BALBL,I,Block Alarm for Block Mode,,,,,,,,,,,,,,,,
642,GEN_TC,380,NSFALBL,I,Block Alarm for NSF,,,,,,,,,,,,,,,,
642,GEN_TC,390,OB2_A,I,Object 2 Auto Mode,,,,,,,,,,,,,,,,
642,GEN_TC,400,OB2_I1,I,Indication (Connect to Output I1),,,,,,,,,,,,,,,,
642,GEN_TC,410,STB_ST,I,"Standby Start Object, normally connected to object 2:CHNG",,,,,,,,,,,,,,,,
642,GEN_TC,490,MMC_O1,I,Order 1 (For MMC Type Objects),,,,,,,,,,,,,,,,
642,GEN_TC,420,MMC_O0,I,Order 0 (For MMC Type Objects),,,,,,,,,,,,,,,,
642,GEN_TC,430,OBJREDM,I,1= Object redundant mode,,,,,,,,,,,,,,,,
642,GEN_TC,500,OBJTYPE1,I,Object Type used for internal function,,,,,,,,,,,,,,,,
642,GEN_TC,580,O1,O,Order 1,,,,,,,,,,,,,,,,
642,GEN_TC,600,O0,O,Order 0,,,,,,,,,,,,,,,,
642,GEN_TC,610,AUTO,O,Auto Mode,,,,,,,,,,,,,,,,
642,GEN_TC,590,MAN,O,Manual Mode,,,,,,,,,,,,,,,,
642,GEN_TC,620,STBY,O,Standby Mode,,,,,,,,,,,,,,,,
642,GEN_TC,630,BLKD,O,Blocked Mode,,,,,,,,,,,,,,,,
642,GEN_TC,640,FBERR,O,FeedBack Error,,,,,,,,,,,,,,,,
642,GEN_TC,650,CHNG,O,"Change, normally connected to object 2: STB_ST",,,,,,,,,,,,,,,,
642,GEN_TC,660,I1,O,Indication 1,,,,,,,,,,,,,,,,
642,GEN_TC,670,I0,O,Indication 0,,,,,,,,,,,,,,,,
642,GEN_TC,680,CHNG_TO1,O,Object changing to On/Open,,,,,,,,,,,,,,,,
642,GEN_TC,690,CHNG_TO0,O,Object changing to Off/Close,,,,,,,,,,,,,,,,
642,GEN_TC,700,MMC_M1,O,Manual Order 1,,,,,,,,,,,,,,,,
642,GEN_TC,720,MMC_M0,O,Manual Order 0,,,,,,,,,,,,,,,,
642,GEN_TC,730,MODE_AL,O,Mode Alarm Indication,,,,,,,,,,,,,,,,
642,GEN_TC,740,NSF_AL,O,NSF Alarm Indication,,,,,,,,,,,,,,,,
642,GEN_TC,750,TRIP_AL,O,TRIP Alarm Indication,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,10,DI,I,Binary Value,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,20,AI,I,Analog Value,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,30,GOD,I,Good Normal State,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,40,GFO,I,Good Manually Forced,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,50,UNC,I,Uncertain,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,60,ULV,I,Uncertain Last Value,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,70,BAD,I,Bad,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,80,BAD_LL,I,Bad Limit Low is Exceeded,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,90,BAD_LH,I,Bad Limit High is Exceeded,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,100,BCE,I,Bad Configuration Error,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,110,BNC,I,Bad Not Connected,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,120,BLV,I,Bad Last Value,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,130,BOS,I,Bad Out of Service,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,140,BSF,I,Bad Signal Fault,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,150,BCF,I,Bad Communication Error,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1010,DO,O,Binary Value Equal to DI,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1020,AO,O,Analog Value Equal to AI,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1030,GOD_O,O,Good Normal State,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1040,GFO_O,O,Good Manually Forced,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1050,UNC_O,O,Uncertain,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1060,ULV_O,O,Uncertain Last Value,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1070,BAD_O,O,Bad,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1080,BAD_LL_O,O,Bad Limit Low is Exceeded,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1090,BAD_LH_O,O,Bad Limit High is Exceeded,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1100,BCE_O,O,Bad Configuration Error,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1110,BNC_O,O,Bad Not Connected,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1120,BLV_O,O,Bad Last Value,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1130,BOS_O,O,Bad Out of Service,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1140,BSF_O,O,Bad Signal Fault,,,,,,,,,,,,,,,,
700050,GET_SET_QTY,1150,BCF_O,O,Bad Communication Error,,,,,,,,,,,,,,,,
700051,GET_ACK_STATE,10,IN,I,input signal,,,,,,,,,,,,,,,,
700051,GET_ACK_STATE,20,ACKNOW,O,acknowledge state of IN,,,,,,,,,,,,,,,,
700060,QCMERGE,10,D_PV,I,Process Value From Device,,,,,,,,,,,,,,,,
700060,QCMERGE,20,A_PV,I,Process Value From Device,,,,,,,,,,,,,,,,
700060,QCMERGE,30,QC_PV,I,Quality Code From Device,,,,,,,,,,,,,,,,
700060,QCMERGE,40,QCODE,I,Quality Code Profile,,,,,,,,,,,,,,,,
700060,QCMERGE,1010,DI_PV,O,Process Value,,,,,,,,,,,,,,,,
700060,QCMERGE,1020,AI_PV,O,Process Value,,,,,,,,,,,,,,,,
700060,QCMERGE,1030,Q1,O,Upper Limit Alarm,,,,,,,,,,,,,,,,
700060,QCMERGE,1040,Q2,O,Upper Limit Warning,,,,,,,,,,,,,,,,
700060,QCMERGE,1050,Q3,O,Lower Limit Warning,,,,,,,,,,,,,,,,
700060,QCMERGE,1060,Q4,O,Lower Limit Alarm,,,,,,,,,,,,,,,,
700061,QCDIVERGE,10,D_PV,I,Process Value From Device,,,,,,,,,,,,,,,,
700061,QCDIVERGE,20,A_PV,I,Process Value From Device,,,,,,,,,,,,,,,,
700061,QCDIVERGE,40,QCODE,I,Quality Code Profile,,,,,,,,,,,,,,,,
700061,QCDIVERGE,1010,DO_PV,O,Process Value,,,,,,,,,,,,,,,,
700061,QCDIVERGE,1020,AO_PV,O,Process Value,,,,,,,,,,,,,,,,
700061,QCDIVERGE,1030,QC_PV,O,Quality Code,,,,,,,,,,,,,,,,
700062,CRC_CALC,100,FD_GEN,I,Link from generic field device,,,,,,,,,,,,,,,,
700062,CRC_CALC,130,CRC_ON,I,Calculate Checksum,,,,,,,,,,,,,,,,
700062,CRC_CALC,120,CRC_MODE,I,Check or Calculate Checksum,,,,,,,,,,,,,,,,
700062,CRC_CALC,90,CRC_OFFSET,I,Offset of value,,,,,,,,,,,,,,,,
700062,CRC_CALC,140,CRC_LEN,I,Count of Bytes for CRC Calculation,,,,,,,,,,,,,,,,
700062,CRC_CALC,150,CRC_VAL_OFFSET,I,Position of CRC Value,,,,,,,,,,,,,,,,
700062,CRC_CALC,160,CRC_START,I,Starting Value of CRC,,,,,,,,,,,,,,,,
700062,CRC_CALC,170,CRC_POLY,I,CRC Polynom,,,,,,,,,,,,,,,,
700062,CRC_CALC,180,CRC_ORDER,I,CRC Algorithm,,,,,,,,,,,,,,,,
700062,CRC_CALC,190,LC_ON,I,Check Lifecycle,,,,,,,,,,,,,,,,
700062,CRC_CALC,200,LC_OFFSET_INPUT,I,Position Lifecycle Value of PAE,,,,,,,,,,,,,,,,
700062,CRC_CALC,210,LC_OFFSET_OUTPUT,I,Position Lifecycle Value of PAA,,,,,,,,,,,,,,,,
700062,CRC_CALC,220,LC_DELAY_TIME,I,[s] Delay Time Compare Sent and Received Lifecycle Value,,,,,,,,,,,,,,,,
700062,CRC_CALC,230,TRBL_AL,O,General Alarm Indicator,,,,,,,,,,,,,,,,
700062,CRC_CALC,240,CRC_ERROR,O,Checksum Error,,,,,,,,,,,,,,,,
700062,CRC_CALC,250,CRC_VALUE,O,Calculated CRC Value,,,,,,,,,,,,,,,,
700062,CRC_CALC,260,CRC_SOURCE_VALUE,O,Received CRC Value,,,,,,,,,,,,,,,,
700062,CRC_CALC,270,CRC_RESULT,O,CRC Status,,,,,,,,,,,,,,,,
700062,CRC_CALC,280,LC_VALUE_INPUT,O,Lifecycle Value From Device,,,,,,,,,,,,,,,,
700062,CRC_CALC,290,LC_VALUE_OUTPUT,O,Lifecycle Value to Device,,,,,,,,,,,,,,,,
700062,CRC_CALC,300,LC_ERROR,O,Lifecycle Error,,,,,,,,,,,,,,,,
CC_2oo3B_zF9ERg_1,2oo3BI,10,IN1,I,Binary Input 1,,,,,,,,,,,,,,,,
CC_2oo3B_zF9ERg_1,2oo3BI,20,IN2,I,Binary Input 2,,,,,,,,,,,,,,,,
CC_2oo3B_zF9ERg_1,2oo3BI,30,IN3,I,Binary Input 3,,,,,,,,,,,,,,,,
CC_2oo3B_zF9ERg_1,2oo3BI,40,OUT,O,Binary Output,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,730,X1,I,ANALOG INPUT 1,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,740,X2,I,ANALOG INPUT 2,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,750,L,I,DETECTION / MONITORING LIMIT,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,760,T,I,DELAY TIME TILL DECTECTION [s],,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,800,IF1,I,ANALOG INPUT 1 CHANNEL FAULT,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,810,IF2,I,ANALOG INPUT 2 CHANNEL FAULT,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,770,Y,O,VOTED ANALOGUE VALUE,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,700,DEV_AL,O,DEVIATION ALARM,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,710,DEV_AL1,O,DEVIATION FAULT OF ANALOG INPUT 1,,,,,,,,,,,,,,,,
CC_A1V2__CUeUTQ_2,A1V2,720,DEV_AL2,O,DEVIATION FAULT OF ANALOG INPUT 2,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,710,X1,I,ANALOG INPUT 1,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,720,X2,I,ANALOG INPUT 2,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,730,X3,I,ANALOG INPUT 3,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,740,L,I,DETECTION / MONITORING LIMIT,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,750,T,I,DELAY TIME TILL DECTECTION [s],,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,800,IF1,I,ANALOG INPUT 1 FAULT,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,810,IF2,I,ANALOG INPUT 2 FAULT,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,820,IF3,I,ANALOG INPUT 3 FAULT,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,640,DEV_AL1,O,DEVIATION FAULT OF ANALOG INPUT 1,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,650,DEV_AL2,O,DEVIATION FAULT OF ANALOG INPUT 2,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,660,DEV_AL3,O,DEVIATION FAULT OF ANALOG INPUT 3,,,,,,,,,,,,,,,,
CC_A1VN__OEeUTQ_2,A1VN,830,Y,O,VOTED ANALOG SIGNAL,,,,,,,,,,,,,,,,
CC_ADD_4_7GVERg_1,ADD_4,20,IN1,I,Addend 1,,,,,,,,,,,,,,,,
CC_ADD_4_7GVERg_1,ADD_4,30,IN2,I,Addend 2,,,,,,,,,,,,,,,,
CC_ADD_4_7GVERg_1,ADD_4,40,IN3,I,Addend 3,,,,,,,,,,,,,,,,
CC_ADD_4_7GVERg_1,ADD_4,50,IN4,I,Addend 4,,,,,,,,,,,,,,,,
CC_ADD_4_7GVERg_1,ADD_4,10,OUT,O,Sum,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,10,IN1,I,Addend 1,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,20,IN2,I,Addend 2,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,30,IN3,I,Addend 3,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,40,IN4,I,Addend 4,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,50,IN5,I,Addend 5,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,60,IN6,I,Addend 6,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,70,IN7,I,Addend 7,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,80,IN8,I,Addend 8,,,,,,,,,,,,,,,,
CC_ADD_8_+2VERg_1,ADD_8,90,OUT,O,Sum,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,10,IN1,I,Binary Input 1,,,,,,,,,,,,,,,,
CC_AND_1_qSlIRg_1,AND_16,20,IN2,I,Binary Input 2,,,,,,,,,,,,,,,,
